GEN,CPU,pop1_Generation,pop1_E,pop1_Mu,pop1_Lambda,pop1_Tau,pop1_Sigma,pop1_EvalCount,pop1_DuplicateCount,pop1_CacheCount,pop1_OpUse_replacementMutation,pop1_MAB_replacementMutation,pop1_AvgAge,pop1_AvgIndSize,pop1_Avg_f0,pop1_Avg_f1,pop1_Best_f0,pop1_Best_f1,pop1_Worst_f0,pop1_Worst_f1
179,10791,179,6.54709,20,16,1,0.859519,2882,0,22,16,0.57418,3.6,297,1,0.653811,1,0.658103,1,0.652695
180,10844,180,6.5627,20,16,1,0.872567,2898,0,22,16,0.574562,3.4,297,1,0.654178,1,0.658103,1,0.65286
181,10898,181,6.57371,20,16,1,0.884311,2914,0,22,16,0.574678,3.25,297,1,0.654468,1,0.658103,1,0.653465
182,10951,182,6.57776,20,16,1,0.894879,2930,0,22,16,0.574884,3.55,297,1,0.65496,1,0.658103,1,0.653465
183,11006,183,6.58328,20,16,1,0.904392,2946,0,22,16,0.574142,4.4,297,1,0.655124,1,0.658103,1,0.653465
184,11060,184,6.58942,20,16,1,0.814952,2962,0,22,16,0.573218,4.6,297,1,0.655154,1,0.658103,1,0.653465
185,11113,185,6.59569,20,16,1,0.832457,2978,0,22,16,0.573745,3.85,297,1,0.655711,1,0.658103,1,0.654691
186,11166,186,6.59747,20,16,1,0.848211,2994,0,22,16,0.573156,4.8,297,1,0.655848,1,0.658103,1,0.654691
187,11217,187,6.60003,20,16,1,0.86239,3010,0,22,16,0.573853,4.3,297,1,0.656918,1,0.664032,1,0.654762
188,11267,188,6.61198,20,16,1,0.875151,3026,0,22,16,0.573521,3.55,297,1,0.657306,1,0.664032,1,0.654832
189,11320,189,6.5725,20,16,1,0.886636,3042,0,22,16,0.573103,3.7,297,1,0.657905,1,0.664032,1,0.656064
190,11372,190,6.59279,20,16,1,0.896973,3057,0,23,16,0.573351,3.9,297,1,0.658467,1,0.664032,1,0.656746
191,11425,191,6.60046,20,16,1,0.906275,3073,0,23,16,0.573562,4.2,297,1,0.659658,1,0.666667,1,0.656746
192,11478,192,6.62175,20,16,1,0.914648,3089,0,23,16,0.573891,3.3,297,1,0.660246,1,0.666667,1,0.657426
